,the,of,in,to,and,said,a,pct,oil,mln,is,by,will,year,s,for,on,from,its,an,u,that,at,it,tonnes,1,be,dlrs,000,was,wheat,he,with,as,would,prices,2,has,not,last,this,were,but,crude,1986,are,grain,production,have,corn
article519.txt,5,3,3,3,2,1,2,0,0,4,1,0,1,0,1,2,0,0,0,1,0,0,1,1,0,1,0,5,1,0,0,0,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
article520.txt,18,2,3,10,2,6,3,0,2,0,1,1,0,0,1,1,2,0,1,0,0,2,0,5,0,0,0,0,0,2,0,1,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
article521.txt,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article522.txt,14,8,2,1,6,3,4,0,5,0,2,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
article523.txt,47,14,21,18,11,11,4,0,6,0,1,4,0,0,11,1,4,2,2,1,7,7,0,3,0,0,4,0,0,5,0,3,2,2,4,0,0,4,1,0,1,2,3,0,0,2,0,0,3,0
article524.txt,19,8,7,4,8,8,6,0,7,0,0,1,0,1,6,0,6,1,1,2,0,0,5,4,0,0,0,0,0,3,0,0,1,1,0,0,0,1,2,2,0,2,2,0,0,0,0,0,1,0
article525.txt,12,7,2,3,4,3,5,1,10,0,2,0,0,0,3,3,6,0,0,3,3,0,3,0,0,0,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0
article526.txt,8,3,9,2,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
article527.txt,13,7,6,2,4,5,4,0,4,0,0,1,0,1,5,0,6,1,1,1,0,0,3,2,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,2,0,1,2,0,0,0,0,0,0,0
article528.txt,6,4,4,3,5,2,2,0,0,0,0,3,0,3,2,0,1,0,0,0,2,0,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0
article529.txt,15,14,7,17,5,6,11,3,7,0,4,0,0,0,5,3,6,1,1,1,0,2,0,1,0,0,1,0,0,3,0,3,0,2,1,1,0,3,3,1,0,1,0,2,0,1,0,0,1,0
article530.txt,11,5,10,12,15,8,7,2,5,10,2,0,0,2,0,1,2,5,3,3,0,0,0,2,0,1,2,5,0,0,0,4,0,2,3,0,2,1,0,0,0,0,1,0,3,0,0,1,0,0
article531.txt,17,8,9,15,8,5,3,1,5,1,1,3,0,2,5,0,2,2,4,0,0,0,0,1,0,0,0,1,0,2,0,4,2,0,0,4,0,3,0,3,0,0,1,1,0,2,0,0,0,0
article532.txt,1,1,1,2,2,2,2,0,3,4,0,0,1,0,0,1,0,0,5,0,0,1,1,0,0,0,0,0,0,3,0,0,0,3,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0
article533.txt,25,9,5,16,2,7,5,0,3,0,1,3,1,0,5,3,2,0,3,0,0,2,1,4,0,0,0,0,0,3,0,1,2,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
article534.txt,11,7,7,11,12,9,8,3,10,8,2,2,0,6,4,6,2,3,4,2,2,2,5,8,0,3,0,5,0,1,0,0,5,0,0,2,0,0,1,0,1,5,3,1,2,1,0,2,0,0
article535.txt,1,1,1,2,2,2,2,0,3,4,0,0,1,0,0,1,0,0,5,0,0,1,1,0,0,0,0,0,0,3,0,0,0,3,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0
article536.txt,28,9,12,10,6,7,4,0,2,0,0,3,0,1,9,1,2,0,0,1,7,4,0,1,0,1,1,0,0,3,0,0,2,1,2,0,1,3,2,1,0,0,1,0,0,0,0,0,1,0
article537.txt,13,4,7,6,6,5,1,0,2,2,0,1,2,0,3,2,0,0,2,1,1,4,0,1,0,0,2,1,0,4,0,10,1,0,3,2,0,0,1,0,1,1,2,0,0,0,0,1,2,0
article538.txt,21,6,7,6,4,2,2,0,0,0,1,1,1,0,6,5,1,0,3,2,6,3,2,2,0,0,1,0,0,1,0,2,3,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,2,0
article539.txt,14,2,2,5,4,3,6,3,3,1,1,1,1,0,8,2,4,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0
article540.txt,13,5,1,7,4,7,6,1,9,0,2,2,0,0,7,4,3,2,0,2,5,4,1,1,0,0,1,1,0,3,0,3,0,4,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0
article541.txt,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article542.txt,30,9,6,7,12,4,3,0,8,5,0,3,0,0,2,4,3,2,0,5,1,7,1,0,0,0,1,4,0,4,0,1,1,0,4,0,2,0,1,0,0,2,1,0,0,0,0,0,1,0
article543.txt,39,21,22,28,10,13,12,4,10,15,3,4,5,8,4,4,9,10,0,1,6,2,2,2,1,1,4,1,2,6,0,9,2,3,3,5,2,0,0,6,1,2,3,3,5,1,0,4,1,0
article544.txt,2,3,2,2,3,4,7,4,3,0,1,2,0,1,4,2,2,0,0,2,2,0,0,0,0,0,0,1,0,1,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
article545.txt,24,6,7,5,5,4,1,0,1,0,0,0,1,0,1,0,0,0,3,0,1,0,0,2,0,0,1,0,0,0,0,0,2,1,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
article546.txt,19,4,6,11,5,8,3,0,3,10,2,3,1,1,4,9,1,0,0,0,3,1,1,1,0,0,7,0,1,0,0,0,0,7,2,2,1,0,0,2,1,2,1,7,0,8,0,0,0,0
article547.txt,6,4,2,5,1,2,2,0,2,1,0,0,2,0,0,0,2,2,1,0,0,0,0,1,0,1,1,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
article548.txt,7,3,3,4,3,3,4,0,1,1,2,0,1,1,2,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,2,0,0
article549.txt,16,12,9,7,6,6,8,4,7,6,0,3,0,4,9,2,2,9,1,1,0,1,3,2,0,5,0,4,6,4,0,0,1,1,0,0,2,0,1,3,0,2,1,2,7,1,0,1,0,0
article550.txt,18,2,13,13,12,9,2,2,6,9,4,3,3,1,5,3,6,3,2,0,0,2,0,4,0,1,2,12,0,0,0,1,0,3,0,3,1,1,0,0,0,0,2,1,6,2,1,0,0,0
article551.txt,3,2,1,6,4,5,5,0,4,0,2,1,2,0,0,1,0,0,2,0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
article552.txt,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
article553.txt,15,7,2,5,4,5,4,0,1,0,1,0,4,0,2,3,0,1,0,0,0,1,1,1,0,0,2,0,2,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
article554.txt,14,9,2,4,4,4,5,0,5,0,0,0,0,1,1,4,1,0,2,1,1,1,1,2,0,0,0,0,0,1,0,0,4,0,2,0,0,2,0,0,1,0,1,0,0,1,0,1,1,0
article555.txt,18,14,4,2,3,3,2,0,5,3,1,0,3,0,1,4,4,1,2,2,0,2,5,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0
article556.txt,22,7,6,4,7,8,5,1,2,1,1,1,1,0,1,2,1,0,3,2,0,2,2,1,0,1,2,0,2,5,0,0,0,1,1,0,0,2,1,2,1,1,3,0,1,1,0,2,1,0
article557.txt,20,11,11,5,2,6,2,0,6,1,2,2,0,0,1,1,2,0,0,1,0,0,4,0,0,0,2,0,4,1,0,3,2,1,1,1,0,0,0,0,0,0,2,2,0,2,0,2,1,0
article558.txt,26,4,9,6,15,3,13,0,4,0,1,1,5,0,24,1,5,1,0,0,1,0,0,0,0,1,1,0,0,2,0,0,5,1,0,0,0,3,2,1,2,5,0,0,0,1,0,0,0,0
article559.txt,10,4,9,9,3,4,4,0,7,0,0,2,0,0,1,2,2,0,0,2,0,1,0,0,0,0,1,1,0,4,0,0,1,2,0,3,0,0,2,0,1,1,0,0,0,1,0,3,0,0
article560.txt,2,2,5,5,4,2,0,0,3,1,1,0,1,0,1,0,0,1,0,1,1,1,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
article561.txt,33,10,3,20,14,13,15,4,14,3,2,7,2,2,9,9,4,3,1,4,4,3,5,8,0,0,1,9,8,1,0,13,1,2,16,3,0,2,3,1,1,1,5,0,0,0,0,11,2,0
article562.txt,18,5,3,13,10,6,8,1,7,3,5,1,7,3,4,3,1,2,0,2,0,3,2,1,0,1,0,3,1,0,0,4,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
article563.txt,1,2,6,5,4,2,0,0,4,1,1,0,1,0,1,0,0,1,0,1,1,1,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
article564.txt,13,4,7,6,6,5,1,0,2,2,0,1,2,0,3,2,0,0,2,1,1,4,0,1,0,0,2,1,0,4,0,10,1,0,3,2,0,0,1,0,1,1,2,0,0,0,0,1,2,0
article565.txt,4,2,0,1,1,1,4,0,1,0,2,1,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0
article566.txt,26,16,13,10,6,6,5,1,4,4,0,4,1,4,9,1,2,7,4,0,1,0,4,2,0,3,0,2,3,2,0,0,2,3,0,1,3,1,0,2,1,0,0,2,3,0,0,4,0,0
article567.txt,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0
article568.txt,14,1,9,7,2,9,5,15,3,28,0,1,0,12,2,2,0,15,1,1,2,0,2,3,0,15,0,0,0,5,0,0,0,1,0,0,3,0,0,1,1,2,0,5,2,0,0,1,0,0
article569.txt,14,7,22,10,8,12,4,4,9,8,0,2,2,0,7,8,0,3,6,1,2,1,2,2,0,3,0,12,0,2,0,0,0,1,1,3,2,0,1,0,1,2,0,6,10,0,0,4,0,0
article570.txt,21,10,17,20,4,11,8,3,2,9,0,3,0,8,6,5,1,11,7,2,2,1,0,6,0,2,2,8,0,1,0,0,0,0,0,0,3,1,1,5,1,0,1,2,2,0,0,5,0,0
article571.txt,9,5,4,7,7,4,5,0,6,0,0,0,4,0,3,7,6,1,1,2,1,0,0,1,0,0,2,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
article572.txt,10,5,1,5,1,1,2,0,1,0,1,0,0,0,3,0,1,0,0,0,1,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0
article573.txt,10,5,1,5,1,1,2,0,1,0,1,0,0,0,3,0,1,0,0,0,1,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0
article574.txt,7,3,1,5,1,3,3,0,4,0,1,0,1,1,3,0,0,2,1,0,1,2,1,0,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
article575.txt,3,2,4,3,3,3,6,0,4,5,0,1,2,1,0,1,3,2,2,0,2,0,0,0,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
article576.txt,7,4,2,1,3,3,1,1,5,0,3,0,0,0,6,1,1,0,1,0,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
article577.txt,15,7,5,14,4,5,2,1,9,0,5,0,1,0,8,2,1,0,3,3,5,7,0,2,0,6,1,1,0,1,0,1,1,0,0,0,3,0,1,0,4,0,1,0,0,0,0,0,0,0
